file_id,label,activity_class,teff,logg,star_mass_msun,star_radius_rsun,rotation_period_days,inclination_deg,sigma_ppm,tau_days,spot_enable,spot_count,spot_radius_deg,spot_contrast,spot_lifetime_days,spot_latitude_deg,spot_longitude_deg,spot_domega,flare_enable,flare_mean_period_days,flare_amplitude_ppm,planet_present,planet_period_days,planet_radius_rjup,planet_radius_earth,planet_sma_au,orbital_angle_deg,transit_depth_ppm,seed,white_bin,act_rms,exp_flares,n_transits,transit_snr_raw,transit_snr_det,detect_raw,detect_det
642,1,strong,6202.6,4.538,1.0636451912786833,0.9969272807916868,12.13,23.58,101.99,4.254,1,3,1.957,0.602,10.7,17.47,175.55,0.092,1,1.222,152.5,0,,,,,,,1994937981,63.028611827199086,163.91368855751318,220.94356758042295,0,,,,
522,1,strong,5430.7,4.297,1.0636451912786833,1.211995879598586,8.91,55.58,79.07,3.628,1,5,2.194,0.541,8.3,9.97,163.78,0.084,1,1.071,107.8,0,,,,,,,1976543906,65.98643854341822,183.27071451470889,252.09434134759744,0,,,,
92,0,mild,6139.4,4.53,1.0472453755541222,0.96334272354702,20.33,10.3,17.46,2.028,1,1,1.68,0.734,15.4,-18.31,160.18,0.248,1,42.69,17.1,0,,,,,,,1584884939,62.94313127492323,34.727955094132135,6.32450315257149,0,,,,
1474,3,strong,5250.8,4.318,1.0472453755541222,1.168369520028635,21.82,31.25,140.73,4.937,1,5,2.528,0.521,21.7,7.25,145.69,0.11,1,3.866,105.5,1,19.6755,0.26148,2.87628,0.14485,274.78,505.3780755029855,1034149979,65.17413322834847,241.4122376497388,69.8378271037964,13,42.38763967617563,162.629612700537,1.0,1.0
331,0,mild,5232.3,4.312,1.0531024525987964,1.1840485319689935,22.88,73.21,39.07,1.106,1,1,0.8,0.687,12.9,-5.42,225.35,0.222,1,39.02,53.5,0,,,,,,,1338655245,65.6633064109053,51.294146325257664,6.919350066203918,0,,,,
672,1,strong,6338.9,4.376,1.1843009783950975,1.1688615906915076,20.43,44.99,33.47,1.731,1,4,2.047,0.483,21.4,8.91,104.11,0.082,1,2.37,158.1,0,,,,,,,1454947430,64.85458324078421,186.74750086775563,113.92111374821808,0,,,,
763,2,mild,6143.6,4.357,1.140958608265676,1.1721546060176151,28.19,24.78,7.65,1.324,1,1,0.82,0.772,11.8,-1.04,25.48,0.226,1,33.01,17.3,1,25.6734,0.26185,2.8803500000000004,0.17797,310.27,503.5414680271557,842432788,64.49151882376857,67.45281913666152,8.179128736239832,10,102.44607301971791,148.2442384940013,1.0,1.0
191,0,mild,6302.6,4.482,1.096444822727806,1.0327498913742568,21.56,41.56,6.61,0.639,1,2,0.65,0.764,9.1,-10.3,238.56,0.181,1,23.16,31.4,0,,,,,,,601789576,63.66804088492079,32.26840769247645,11.65773055195496,0,,,,
900,2,mild,6030.9,4.369,1.0730165145498611,1.1216078082155745,28.5,34.23,18.74,0.973,1,3,1.21,0.712,15.7,-7.32,235.61,0.203,1,56.69,37.3,1,14.3458,0.32234,3.5457400000000003,0.11829,52.13,833.3860705512137,1196368841,65.09291456539404,122.3075822386392,4.762621971834131,18,137.42483370731506,292.5091795375781,1.0,1.0
1191,3,strong,5936.7,4.457,1.0542738680075054,1.005736058689903,9.18,81.36,92.96,4.152,1,4,1.833,0.509,9.9,9.52,234.31,0.101,1,5.429,137.4,1,11.2257,0.13898,1.5287799999999998,0.09986,334.61,192.67991874229585,696735587,63.0399301104856,154.592388155202,49.73163374162403,24,27.75794432577425,73.51266759619045,1.0,1.0
1186,3,strong,6046.9,4.399,1.140958608265676,1.119342920799293,12.47,68.05,80.37,4.469,1,3,1.9,0.479,16.9,5.52,144.95,0.118,1,2.412,161.8,1,3.7094,0.09459,1.04049,0.049,341.93,72.05498286132942,1213753801,64.24911982251527,200.5811200890175,111.9374127625526,72,12.33773003070164,40.445242881034055,1.0,1.0
1101,2,mild,5200.7,4.284,1.1468156853103866,1.2823340696447898,34.57,78.22,12.9,2.235,1,1,1.82,0.78,20.5,15.04,323.95,0.135,1,26.43,74.7,1,9.0847,0.14194,1.5613400000000002,0.08919,179.36,123.62523268860548,50215674,65.55823195734413,75.08340929242328,10.215400665277215,29,35.24525681096735,53.587824683649416,1.0,1.0
576,1,strong,5864.9,4.376,1.000388759198233,1.074642822286266,8.53,76.11,29.21,1.087,1,3,2.337,0.508,8.9,5.79,155.86,0.11,1,5.837,1167.0,0,,,,,,,327770671,65.28365299431579,440.6231329227279,46.25544621950949,0,,,,
1215,3,strong,6251.2,4.24,1.0941019919100112,1.3094081639281805,8.24,64.41,48.83,2.564,1,5,1.958,0.515,8.6,-9.95,175.51,0.094,1,3.774,265.3,1,7.3106,0.20186,2.22046,0.07596,345.27,239.80063639430912,163255700,66.81326125616383,185.1400402946839,71.54028605810198,36,37.88967745854488,111.6201983367841,1.0,1.0
746,1,strong,6001.7,4.201,1.194843717075173,1.4482379537570689,17.64,65.57,37.17,4.605,1,5,2.496,0.522,17.5,14.99,222.05,0.087,1,1.076,129.6,0,,,,,,,1098390865,67.88511563090815,315.98273472863946,250.92289924096363,0,,,,
1145,3,strong,5530.3,4.208,1.1936723016662756,1.406894669028047,11.02,26.02,105.42,2.112,1,2,2.485,0.566,13.4,-0.27,294.2,0.075,1,1.334,140.7,1,3.5421,0.29749,3.27239,0.04824,79.32,451.15051503495255,333205536,68.39067820556433,175.99985697083537,202.39358289600963,76,97.75133168127454,269.8828203533757,1.0,1.0
524,1,strong,6070.0,4.475,1.0683308529142723,0.9910178497752004,21.36,47.61,32.57,4.557,1,5,2.38,0.506,22.1,-4.18,172.6,0.095,1,1.784,347.7,0,,,,,,,57236820,62.73110497858081,215.6990293540807,151.34138990093996,0,,,,
1155,3,strong,5899.5,4.32,0.9511893120245496,1.1165385448944445,11.48,84.98,30.65,4.006,1,3,2.367,0.528,13.3,2.09,145.19,0.069,1,3.679,711.4,1,7.7255,0.22561,2.48171,0.07522,179.93,411.9733591416919,2121200175,66.26208028137862,287.0621855050446,73.38761608678361,34,40.31725479520404,179.2561833901494,1.0,1.0
861,2,mild,5632.6,4.519,0.9207325113932217,0.8740212024716607,27.84,82.79,5.57,1.311,1,1,1.03,0.718,14.0,-19.27,160.24,0.184,1,20.82,22.9,1,39.5621,0.2133,2.3463,0.22106,78.34,600.9490553754521,199574472,61.72053009852261,63.71089004662122,12.967965397851914,6,95.83034506503498,137.72710419715767,1.0,1.0
1417,3,strong,5496.9,4.335,1.0894163302746342,1.1737683746559575,18.78,32.71,59.08,3.414,1,3,2.52,0.504,21.0,14.57,138.07,0.099,1,1.837,173.9,1,8.9779,0.17004,1.87044,0.08699,327.45,211.7567519370383,1257050241,65.24836562969374,250.51848167428253,146.97498072034668,30,22.76902132012753,90.33722801636904,1.0,1.0
1102,2,mild,6249.2,4.261,1.0941019919100112,1.2826831149405231,28.27,63.29,15.18,1.401,1,3,1.517,0.69,13.7,5.4,217.63,0.194,1,23.23,20.2,1,3.0435,0.32537,3.57907,0.04235,325.45,649.2562533051374,1062281964,69.61537795784601,168.19201576655885,11.62260179006788,88,148.3238647682228,387.836237531192,1.0,1.0
383,1,strong,5990.1,4.495,1.0613023604607903,0.9730144528869668,17.15,58.35,61.64,2.559,1,4,2.16,0.452,20.9,-5.64,234.55,0.113,1,2.063,582.9,0,,,,,,,369734638,62.83161543421044,270.9073672165135,130.8739891339199,0,,,,
203,0,mild,5833.6,4.317,1.0613023604607903,1.1865888958631587,22.23,50.69,16.84,0.59,1,3,1.117,0.687,12.5,1.56,80.13,0.201,1,63.07,85.5,0,,,,,,,814467427,65.33529198746092,43.53831296163407,4.280847305902598,0,,,,
183,0,mild,5516.5,4.26,1.1690725780794338,1.331344276117417,33.95,69.29,5.47,1.63,1,2,0.925,0.742,15.8,-2.53,154.13,0.228,1,38.91,65.1,0,,,,,,,694868665,66.11113926704436,42.59898734090119,6.938911323137417,0,,,,
103,0,mild,5270.5,4.35,1.101130484363395,1.163780262864324,30.47,32.94,38.91,1.417,1,1,1.34,0.643,19.8,8.94,312.97,0.186,1,47.83,31.3,0,,,,,,,1403875500,64.81207224350219,58.15768965752985,5.64484715833738,0,,,,
1030,2,mild,5294.7,4.422,0.9675891277491108,1.0029737687787732,28.02,72.69,5.06,0.914,1,1,1.36,0.623,19.8,19.02,81.57,0.243,1,39.73,61.9,1,31.3389,0.19721,2.16931,0.19241,262.79,390.1023788133408,352346429,62.88591945688061,58.92473119477688,6.795696943953609,8,75.55871299460283,103.5454247199148,1.0,1.0
767,2,mild,5966.0,4.216,1.1690725780794338,1.3924741663324565,31.12,81.9,19.85,1.161,1,3,1.597,0.713,18.4,-8.03,138.77,0.19,1,33.68,16.9,1,4.0771,0.23416,2.5757600000000003,0.05262,56.88,285.3323462436776,438427879,67.70939631574696,104.31979316655776,8.016420415180429,66,89.39497200189273,164.19871089964204,1.0,1.0
161,0,mild,5397.3,4.447,0.9090183573042492,0.9424838394288834,31.93,83.45,8.04,1.684,1,1,0.96,0.78,16.8,-10.99,118.81,0.235,1,38.42,25.3,0,,,,,,,2059594310,63.1231987961516,36.10345974889992,7.027408630486123,0,,,,
1437,3,strong,5885.7,4.373,0.9511893120245496,1.0512220613302867,10.39,20.37,42.2,2.808,1,5,2.07,0.521,10.6,17.32,155.01,0.073,1,1.355,178.4,1,9.2807,0.20947,2.30417,0.085,176.33,400.64028343432994,725714405,64.89378183294808,214.48339050405968,199.25685578101613,29,47.62735575406897,164.46262292836076,1.0,1.0
847,2,mild,6184.7,4.201,1.0472453755541222,1.3421870221737648,32.4,75.43,5.66,2.241,1,3,1.243,0.627,19.1,4.48,183.57,0.181,1,47.67,23.1,1,14.5549,0.11835,1.30185,0.11848,330.27,78.45314104780563,2027170221,67.83562916161017,72.10224035994966,5.663793572126639,18,19.934638485588398,29.09192992339866,1.0,1.0
548,1,strong,5378.7,4.21,1.1936723016662756,1.3916484807890928,18.11,49.75,44.79,1.674,1,4,2.018,0.495,15.5,-4.97,61.08,0.08,1,2.933,1170.0,0,,,,,,,238081019,67.61001337260869,410.46211450095535,92.0535423059246,0,,,,
129,0,mild,5247.9,4.21,1.1936723016662756,1.3863982481318544,28.38,47.06,9.0,1.693,1,2,1.745,0.688,13.3,13.84,216.49,0.176,1,37.38,24.7,0,,,,,,,1795002062,66.50364848395408,81.76987304395794,7.222927757712061,0,,,,
158,0,mild,6389.0,4.474,1.096444822727806,1.0453497086537211,34.06,45.37,32.65,0.541,1,3,1.313,0.71,12.7,6.9,257.91,0.193,1,72.81,28.8,0,,,,,,,64537063,63.53442795729591,58.78889459766496,3.708186232430667,0,,,,
769,2,mild,5549.0,4.297,1.108158976816778,1.240449520089066,25.04,58.17,8.08,1.496,1,3,1.373,0.683,8.7,1.95,279.1,0.228,1,25.49,16.5,1,32.2866,0.35564,3.91204,0.20535,224.17,829.3978294645677,332421437,66.43701195623484,105.17070763517042,10.59211610762169,8,121.60163562596178,227.68855773599157,1.0,1.0
1006,2,mild,5612.8,4.31,1.0683308529142723,1.193993146446405,34.9,58.05,7.33,2.159,1,2,1.4,0.768,20.6,-10.13,187.61,0.204,1,23.34,21.0,1,37.0162,0.2218,2.4398,0.22221,284.06,348.1924083260225,818809441,64.88567345364416,66.63837324800022,11.567825174947597,7,64.49687556017984,92.45248380604984,1.0,1.0
1312,3,strong,6291.1,4.237,1.1198731309057504,1.3295108599711345,12.88,65.23,70.29,3.961,1,5,2.39,0.556,10.7,2.51,161.41,0.109,1,2.519,220.6,1,6.953,0.11484,1.26324,0.07404,338.06,75.28396280779405,2081136669,67.07727720743098,271.4012963934941,107.18262786156286,38,8.564548677008606,35.6956951758777,1.0,1.0
595,1,strong,6203.1,4.275,1.091759161092217,1.260773548572529,16.39,77.09,104.51,2.277,1,3,2.267,0.485,12.0,-13.88,231.33,0.108,1,1.618,104.1,0,,,,,,,1715742799,66.69524468553672,157.77782905898607,166.86838045938,0,,,,
238,0,mild,5421.0,4.238,1.1854723938039953,1.370544274033866,26.56,86.45,16.18,0.777,1,1,0.96,0.667,12.7,0.38,72.52,0.205,1,23.07,49.8,0,,,,,,,1275686410,66.40448133268019,46.196063384812255,11.70320934474542,0,,,,
41,0,mild,5365.4,4.307,1.1058161459989837,1.220476971866961,28.29,26.78,6.12,2.192,1,2,1.455,0.661,11.0,12.24,244.19,0.157,1,26.64,75.1,0,,,,,,,349763884,65.10534417678208,50.86768503278583,10.134873858231114,0,,,,
163,0,mild,6094.3,4.226,1.1561870085815644,1.3724193115628434,31.49,89.77,25.96,1.303,1,3,1.793,0.741,19.8,-5.19,170.43,0.164,1,40.07,18.5,0,,,,,,,1829580982,66.9954003792902,72.00863704356284,6.738034429330593,0,,,,
197,0,mild,6183.7,4.201,1.0472453755541222,1.3421870221737648,29.3,82.71,34.93,2.076,1,3,1.447,0.677,16.2,-6.01,38.59,0.219,1,20.7,26.5,0,,,,,,,181129281,67.91813718095425,70.09870424163064,13.043142008853955,0,,,,
217,0,mild,5835.8,4.327,0.9558749736601384,1.109998301243305,27.24,89.75,34.16,1.59,1,2,1.62,0.665,15.3,1.47,204.54,0.196,1,53.47,33.1,0,,,,,,,1952709706,65.02802055697964,105.2559766839655,5.049430326973572,0,,,,
126,0,mild,6009.0,4.384,0.9816461126558772,1.053742515218807,29.79,87.21,33.81,0.701,1,1,0.61,0.79,13.9,13.64,356.76,0.208,1,25.03,46.8,0,,,,,,,1092357446,64.02608814108969,49.76634648903798,10.786777450390606,0,,,,
154,0,mild,5727.1,4.294,0.9769604510202644,1.1656835639007743,22.07,25.35,21.37,2.448,1,1,1.61,0.787,5.4,7.68,233.27,0.134,1,22.0,51.6,0,,,,,,,2016136084,65.84582856459096,41.96119939346359,12.272410890148947,0,,,,
734,1,strong,5438.0,4.296,1.091759161092217,1.2306306646454142,12.14,55.96,73.23,1.539,1,2,2.155,0.563,9.1,-4.68,138.65,0.112,1,2.134,1223.9,0,,,,,,,693894608,66.79415288657336,445.3374763685105,126.51969989844278,0,,,,
337,0,mild,5356.1,4.213,1.1936723016662756,1.3901488364083945,22.36,72.72,36.27,1.651,1,2,1.37,0.764,10.9,-5.05,116.73,0.15,1,59.26,67.2,0,,,,,,,775613778,66.6968469401297,58.42517548568755,4.556075592022897,0,,,,
34,0,mild,5426.0,4.211,1.1936723016662756,1.395022407528708,21.66,71.51,18.16,0.983,1,2,1.525,0.774,6.0,1.47,137.91,0.235,1,78.32,21.7,0,,,,,,,192888677,66.25014159648202,45.75536400288679,3.4473064298171208,0,,,,
1161,3,strong,5998.3,4.401,0.9816461126558772,1.033340821303397,20.83,66.72,26.33,4.514,1,4,2.365,0.513,22.0,1.7,109.33,0.068,1,5.944,469.2,1,45.1466,0.32569,3.58259,0.24661,141.54,1002.3549932069546,1888874555,65.04538101246867,384.6914990114451,45.4227859325836,5,36.48297189114597,218.8302697492634,1.0,1.0
1434,3,strong,6264.7,4.539,1.0636451912786833,0.998001423223508,18.33,35.09,41.86,3.25,1,2,2.28,0.465,18.3,5.25,62.68,0.104,1,1.142,222.3,1,31.5166,0.10251,1.12761,0.19933,327.79,106.45597158677528,598981970,63.29637176731316,214.16768040176785,236.4212255545332,8,7.820180339641991,27.59154606704708,1.0,1.0
498,1,strong,6037.5,4.236,1.0905877456833195,1.314854688484988,12.27,37.09,25.79,2.819,1,3,2.403,0.511,11.5,-19.5,304.56,0.106,1,2.521,119.7,0,,,,,,,2111646157,66.82655403500938,86.82649519659878,107.0975960266866,0,,,,
427,1,strong,5988.0,4.287,0.9722747893846996,1.17222174703416,10.83,50.83,47.45,4.314,1,5,2.202,0.551,10.4,-6.97,221.47,0.118,1,1.771,504.3,0,,,,,,,77610782,67.02205067454061,205.61197046612068,152.4523091943969,0,,,,
820,2,mild,6191.9,4.321,1.0683308529142723,1.1818100084304028,23.12,77.63,31.68,1.741,1,2,1.745,0.651,16.6,-3.14,197.96,0.213,1,25.9,41.8,1,10.9694,0.1103,1.2133,0.09877,172.08,87.89326140427467,18009705,65.99526982546779,77.43963264087189,10.424441682752002,24,22.3862075819758,34.51322653669194,1.0,1.0
1117,2,mild,5759.4,4.521,0.9324466654821938,0.8773472373224117,26.4,49.03,6.1,1.693,1,1,1.48,0.8,16.0,-14.49,128.3,0.147,1,24.48,29.1,1,17.0312,0.1628,1.7908,0.12656,62.18,347.4286729823912,962956072,62.26156885568217,52.766279461806846,11.029127433957388,15,82.71579032752568,108.42539503910643,1.0,1.0
313,0,mild,5430.7,4.422,0.9769604510202644,1.002976567648242,22.85,86.81,6.46,2.438,1,2,1.845,0.72,9.9,3.54,49.04,0.19,1,77.14,22.7,0,,,,,,,1534037982,63.43687924500484,85.88971019118787,3.5000394034648283,0,,,,
303,0,mild,6382.4,4.244,1.194843717075173,1.3680577346779932,26.18,45.79,29.38,0.99,1,1,1.71,0.669,5.3,-19.5,327.53,0.176,1,48.69,29.7,0,,,,,,,552557775,67.3009023164836,49.419340821507255,5.545143552747523,0,,,,
740,1,strong,6283.3,4.345,1.0847306686388336,1.1582198397925128,16.99,66.64,31.05,2.016,1,4,2.18,0.509,15.7,-4.69,107.59,0.105,1,1.603,108.1,0,,,,,,,47507837,65.45042773669861,174.72754121096546,168.42984378245595,0,,,,
1076,2,mild,5494.3,4.372,1.0437311293274305,1.100458058027992,22.51,72.23,5.18,1.751,1,2,1.19,0.746,10.7,-8.56,220.21,0.167,1,23.24,46.1,1,26.4564,0.19747,2.17217,0.17626,61.69,324.9040648456443,1371375202,64.16665496154407,53.7496529367335,11.617600670536872,10,72.8398550047097,95.01817080091662,1.0,1.0
149,0,mild,5789.9,4.37,1.101130484363395,1.134164607515857,34.49,73.1,24.1,1.494,1,2,0.555,0.711,10.4,1.42,297.38,0.175,1,73.3,28.0,0,,,,,,,2060899725,64.22321400919695,39.88383497596071,3.683397538653163,0,,,,
1380,3,strong,6181.0,4.488,1.0636451912786833,0.994583463091968,15.89,25.05,29.43,2.603,1,4,2.738,0.497,17.5,2.54,119.55,0.11,1,5.458,194.5,1,48.0434,0.09156,1.00716,0.26401,119.04,85.51237769181654,1100167982,62.744478679375504,188.1759814979635,49.46739457370408,5,5.987815149930521,18.92993254298201,0.0,1.0
431,1,strong,5648.1,4.368,1.0238170673761682,1.0968631999762928,18.09,43.75,89.41,1.811,1,2,2.275,0.483,13.0,4.07,75.97,0.107,1,3.12,383.9,0,,,,,,,237769084,64.67728325021646,249.7833035880461,86.53623063566566,0,,,,
347,0,mild,5559.0,4.313,1.0812164224121417,1.2022507411353562,32.81,18.86,32.05,2.328,1,1,0.68,0.699,12.4,-18.53,228.2,0.235,1,70.24,88.3,0,,,,,,,575694801,65.12459820588101,56.16669288957058,3.843864458759637,0,,,,
377,1,strong,5433.5,4.456,0.903161280259804,0.9285495898900846,12.89,46.44,59.88,1.628,1,5,2.232,0.48,12.2,-2.66,192.03,0.101,1,2.297,335.8,0,,,,,,,1984006539,63.28394755072173,222.37887956663647,117.54159320125244,0,,,,
1458,3,strong,5667.8,4.245,1.173758239715023,1.3456961021701384,9.14,44.24,28.89,1.21,1,2,2.8,0.547,6.7,-10.02,147.88,0.075,1,3.39,113.1,1,26.2362,0.11486,1.26346,0.18228,276.66,73.50950818564925,338920490,66.70456689407776,102.9344984673271,79.64396447884273,10,12.178439376563713,22.39403297814108,1.0,1.0
1436,3,strong,6284.2,4.373,1.0636451912786833,1.1117352362181394,19.9,11.4,71.17,2.586,1,2,1.975,0.608,20.1,6.64,107.66,0.081,1,1.157,153.7,1,36.9135,0.19394,2.13334,0.22148,279.84,307.0661354192619,124867802,65.02032218221802,113.66185790018947,233.3561275568512,7,38.99483491364024,78.53219569279368,1.0,1.0
1028,2,mild,6346.7,4.464,1.096444822727806,1.03863631435951,24.95,77.95,14.44,0.934,1,2,0.945,0.685,6.6,-13.93,92.66,0.228,1,27.02,20.1,1,21.3092,0.16158,1.77738,0.15511,70.92,244.20136310572207,1456406324,63.41798127248213,46.10444186002427,9.992340473104251,12,59.50724182974047,73.57076302029652,1.0,1.0
208,0,mild,5491.2,4.296,1.1561870085815644,1.2642647154370394,32.2,50.11,6.98,1.821,1,3,0.74,0.745,16.5,5.82,158.88,0.205,1,58.08,26.3,0,,,,,,,1390154359,65.10369336901961,36.64443182933408,4.648640488692784,0,,,,
967,2,mild,5979.7,4.528,1.0613023604607903,0.9692971044349776,34.96,58.67,9.93,2.459,1,3,1.067,0.669,23.0,3.11,147.29,0.162,1,39.24,15.5,1,16.5213,0.10673,1.17403,0.12949,194.39,122.33735040361704,345725809,62.56413062872345,65.2305889291557,6.880556564303691,16,27.79967773142528,40.16120864002995,1.0,1.0
1057,2,mild,5389.9,4.366,0.974617620202494,1.070979965614984,29.8,66.67,33.08,1.475,1,3,0.97,0.733,19.8,-3.02,174.75,0.217,1,76.66,56.2,1,20.5426,0.15669,1.72359,0.14554,55.87,215.98308980779728,485747647,64.39310154922339,69.77604956692615,3.5219545993122474,13,46.56030879983342,68.65361897001841,1.0,1.0
1499,3,strong,5966.4,4.365,1.0894163302746342,1.1356507162802627,14.86,55.21,99.7,1.21,1,4,2.09,0.516,11.9,23.57,215.36,0.108,1,5.935,143.2,1,3.6333,0.18271,2.0098100000000003,0.04759,332.78,261.1770180457917,50302804,65.28333470131584,237.56333443572717,45.491666315632166,74,39.20608722647489,147.95827606662513,1.0,1.0
271,0,mild,5873.8,4.259,1.0437311293274305,1.2560647693556743,32.29,33.61,27.36,2.255,1,1,1.99,0.665,12.5,-9.3,198.96,0.152,1,27.89,22.5,0,,,,,,,1339017804,67.07553468812615,46.08199151244895,9.680639640848938,0,,,,
791,2,mild,6213.9,4.463,1.0636451912786833,1.005041269539187,28.05,39.53,12.29,2.162,1,1,1.83,0.629,21.2,12.48,6.5,0.138,1,61.91,29.8,1,3.9922,0.18812,2.0693200000000003,0.05027,119.52,353.5102670626259,1123244157,63.934376598729976,92.27244487122746,4.36105701152119,67,106.32482600251372,186.68812128432444,1.0,1.0
122,0,mild,6250.9,4.545,1.0636451912786833,0.9974886688805212,33.12,76.76,7.06,2.139,1,1,1.09,0.777,20.3,-4.49,292.43,0.189,1,53.48,24.9,0,,,,,,,834616992,63.20731985968189,34.20862127222633,5.048486155259478,0,,,,
10,0,mild,5561.1,4.371,1.0437311293274305,1.0992961779884998,29.94,65.73,36.47,1.073,1,3,1.007,0.696,20.3,-8.79,208.16,0.194,1,46.33,57.2,0,,,,,,,173666039,64.1019605606042,54.67617237991124,5.827607156988493,0,,,,
881,2,mild,5366.1,4.271,1.1714154088972284,1.3147156287691069,21.6,56.14,7.6,1.08,1,3,0.727,0.776,11.5,1.2,138.1,0.14,1,36.49,35.9,1,3.0495,0.15175,1.66925,0.04338,340.19,134.429205017752,466331742,65.72617197579459,48.85966254173736,7.399096727412355,88,68.34663585224129,85.16267856361661,1.0,1.0
884,2,mild,5412.5,4.545,0.9254181730288104,0.8498747363259563,32.67,89.89,24.49,1.842,1,1,1.75,0.705,8.5,0.08,4.93,0.159,1,28.38,21.0,1,14.7233,0.11705,1.28755,0.11457,215.01,191.39600976970453,1569599042,60.28336167657654,70.21937373682097,9.513496814068953,18,42.33977414007297,64.99961833940702,1.0,1.0
1304,3,strong,5678.2,4.527,1.0121029132872053,0.9082191705720846,17.26,81.79,33.51,1.703,1,4,1.935,0.498,16.7,10.69,238.56,0.114,1,1.546,122.3,1,17.2604,0.23527,2.58797,0.13123,223.91,677.098197631203,1674164590,62.14356307464828,182.70850390080912,174.63974099823858,15,68.57271798543076,212.9534370755653,1.0,1.0
1011,2,mild,6348.9,4.269,1.1093303922256754,1.2777667946792244,20.64,68.54,6.5,2.495,1,3,0.883,0.695,10.7,-10.87,83.99,0.182,1,39.2,18.8,1,27.5745,0.20502,2.25522,0.18491,91.43,259.7700899025375,1317165278,66.30461285784708,53.24206558910555,6.887577540389716,9,58.41101016759095,74.91188611898039,1.0,1.0
333,0,mild,6302.0,4.207,1.136272946630538,1.390853690101582,23.59,34.33,21.88,2.014,1,2,1.095,0.759,16.4,-15.95,131.86,0.218,1,25.93,21.8,0,,,,,,,1510942129,67.48381829032174,42.904359243558304,10.412381009767715,0,,,,
505,1,strong,5839.8,4.364,1.0542738680075054,1.1194997411349974,20.02,43.66,57.3,2.658,1,2,2.19,0.483,18.2,-19.42,56.0,0.114,1,2.404,109.5,0,,,,,,,1407506501,64.05750204174619,105.81499630000724,112.30991663197874,0,,,,
428,1,strong,5503.2,4.314,1.0683308529142723,1.1878465320306013,12.28,29.03,68.71,2.651,1,2,2.9,0.508,9.6,-15.77,30.77,0.119,1,3.386,187.3,0,,,,,,,2005900172,64.83891675143053,111.89298116888686,79.73805067432866,0,,,,
1190,3,strong,5970.1,4.289,1.0894163302746342,1.2374738474009683,16.06,47.13,65.92,2.044,1,5,2.262,0.517,13.9,-11.78,180.56,0.106,1,5.898,291.5,1,34.9049,0.12225,1.34475,0.21508,258.09,98.47490238793895,2120526555,65.8371213628634,189.95161324893425,45.777049776750914,7,8.480036876517863,25.894309473317268,1.0,1.0
873,2,mild,5452.4,4.222,1.1831295629862006,1.3848239503105513,27.76,47.73,15.37,1.388,1,3,1.257,0.761,15.6,-5.03,91.62,0.171,1,27.9,16.0,1,27.9342,0.14374,1.58114,0.19056,30.18,108.70913278907894,576830988,66.8026766652162,44.54068775974506,9.677169877536803,9,26.721328529549503,32.11627598761675,1.0,1.0
83,0,mild,6123.1,4.457,1.0472453755541222,0.9981913910895052,20.48,31.05,16.36,0.809,1,3,0.813,0.729,8.5,4.59,330.24,0.192,1,78.93,27.2,0,,,,,,,1172092893,62.8646154050701,35.21053290873193,3.420664380885301,0,,,,
546,1,strong,5397.4,4.499,0.9043326956686604,0.8800752910699579,21.2,74.65,29.88,4.007,1,2,1.81,0.451,22.1,-8.61,270.0,0.097,1,1.191,174.7,0,,,,,,,1143805733,61.15875374319654,163.6146008526971,226.69440771055991,0,,,,
778,2,mild,6006.6,4.376,0.9816461126558772,1.061936082812738,20.59,7.02,7.6,0.781,1,1,0.98,0.762,5.5,-15.03,97.14,0.134,1,26.47,15.2,1,7.7314,0.11928,1.31208,0.07605,178.46,127.30292656401386,1184492290,64.46191217997622,38.05734470449861,10.199963716784168,34,47.57264499653553,55.24481677543411,1.0,1.0
1,0,mild,6019.7,4.461,1.1058161459989837,1.0274383477521531,34.51,78.51,9.85,1.241,1,2,1.265,0.695,15.1,9.49,148.43,0.189,1,29.83,35.7,0,,,,,,,1662057958,62.6694802169117,47.70488485018368,9.051057310870831,0,,,,
581,1,strong,5231.9,4.317,1.0531024525987964,1.1840485319689935,12.82,57.99,64.66,3.759,1,2,2.505,0.519,9.8,-25.52,225.72,0.127,1,2.995,118.0,0,,,,,,,987767837,64.81796875619625,135.55100338007534,90.1479264051008,0,,,,
493,1,strong,5598.7,4.471,0.9886746051092608,0.9569517028843652,11.17,23.42,134.91,2.285,1,2,1.855,0.466,9.3,6.54,112.58,0.072,1,1.402,803.3,0,,,,,,,1538130815,64.53933830091425,300.95832514917385,192.5770610437068,0,,,,
599,1,strong,5638.0,4.239,1.1690725780794338,1.3479873904964543,8.38,47.95,30.07,2.274,1,5,2.094,0.505,9.5,6.04,173.07,0.103,1,4.266,129.9,0,,,,,,,1899394922,66.67022361886235,243.85107408287467,63.289507637898936,0,,,,
1334,3,strong,5791.5,4.513,1.0074172516516164,0.9191753053323508,20.42,61.51,59.76,4.47,1,5,2.242,0.463,15.6,-5.59,246.04,0.108,1,2.572,117.0,1,15.7293,0.16464,1.81104,0.12316,149.87,323.7232568017862,801260208,62.37357022808981,128.33774000462537,104.97396562335804,17,46.79485121734685,107.05264992205927,1.0,1.0
